3.15 -777.783176
3.16 -777.794569
3.17 -777.803157
3.18 -777.808441
3.19 -777.810713
3.20 -777.809982
3.21 -777.806208
3.23 -777.791624
3.24 -777.780773
3.25 -777.767566
3.26 -777.751830
